,station_url,latitude,longitude
398,https://api.weather.gov/stations/F8688,40.39967,-111.88617
399,https://api.weather.gov/stations/F8799,39.28383,-112.83317
400,https://api.weather.gov/stations/F9042,40.557,-112.00167
401,https://api.weather.gov/stations/F9295,37.57067,-113.226
402,https://api.weather.gov/stations/FARM,41.00381,-111.89108
403,https://api.weather.gov/stations/FARU1,40.99189,-111.81707
404,https://api.weather.gov/stations/FG001,40.45744,-111.76292
405,https://api.weather.gov/stations/FG004,40.0371,-111.85161
406,https://api.weather.gov/stations/FG005,41.0204,-111.93272
407,https://api.weather.gov/stations/FG006,40.02571,-111.70775
408,https://api.weather.gov/stations/FG007,41.44878,-112.03632
409,https://api.weather.gov/stations/FG008,41.316,-111.99244
410,https://api.weather.gov/stations/FG009,39.96394,-111.79717
411,https://api.weather.gov/stations/FG010,39.98666,-111.80535
412,https://api.weather.gov/stations/FG011,39.87351,-112.129
413,https://api.weather.gov/stations/FG012,40.02798,-111.78881
414,https://api.weather.gov/stations/FG013,40.34734,-111.71455
415,https://api.weather.gov/stations/FG015,40.13423,-111.81895
416,https://api.weather.gov/stations/FG016,37.23404,-113.3516
417,https://api.weather.gov/stations/FG017,41.72539,-111.80634
418,https://api.weather.gov/stations/FG018,41.69205,-112.30286
419,https://api.weather.gov/stations/FG019,40.00514,-111.81968
420,https://api.weather.gov/stations/FG021,39.99676,-111.77086
421,https://api.weather.gov/stations/FG023,40.01345,-111.78579
422,https://api.weather.gov/stations/FG024,39.99823,-111.79827
423,https://api.weather.gov/stations/FG025,40.02895,-111.83767
424,https://api.weather.gov/stations/FG026,40.31034,-111.64433
425,https://api.weather.gov/stations/FG027,40.04283,-111.86326
426,https://api.weather.gov/stations/FG028,40.07485,-111.80272
427,https://api.weather.gov/stations/FG029,40.03357,-111.78921
428,https://api.weather.gov/stations/FG030,40.03216,-111.69474
429,https://api.weather.gov/stations/FG031,40.10416,-111.85172
430,https://api.weather.gov/stations/FIVU1,39.89089,-110.266
431,https://api.weather.gov/stations/FLSU1,38.50456,-111.76689
432,https://api.weather.gov/stations/FMNU1,40.97462,-111.80975
433,https://api.weather.gov/stations/FPLU1,40.71785,-110.46721
